0	0	--
0.01	0	--
0.02	0	--
0.03	0	--
0.04	0	--
0.05	0	--
0.06	0	0
0.07	0	0
0.08	0	0
0.09	0	0
0.1	0	0
0.11	0	0
0.12	0	0
0.13	0	0
0.14	0	0
0.15	0	0
0.16	0	0
0.17	0	0
0.18	0	0
0.19	0	0
0.2	0	0
0.21	0	0
0.22	0	0
0.23	0	0
0.24	0	0
0.25	0	0
0.26	0	0
0.27	0	0
0.28	0	0
0.29	0	0
0.3	0	0
0.31	0	0
0.32	0	0
0.33	0	0
0.34	0	0
0.35	0	0
0.36	0	0
0.37	0	0
0.38	0	0
0.39	0	0
0.4	0	0
0.41	0.672	0.096
0.42	0.961	0.219571428571429
0.43	2.751	0.581204081632653
0.44	2.335	0.831746355685131
0.45	6.418	1.62978259058726
0.46	11.484	3.03752793478908
0.47	14.07	4.61359537267635
0.48	17.169	6.40722460515116
0.49	15.769	7.74462109012956
0.5	18.309	9.25381807725391
0.51	17.816	10.4769869233605
0.52	15.674	11.2194173628804
0.53	15.692	11.8583577396118
0.54	13.372	12.0745923482387
0.55	12.143	12.0843648699189
0.56	8.83	11.6194556027876
0.57	10.61	11.4752476595322
0.58	11.591	11.4917837081705
0.59	10.552	11.3575288927176
0.6	9.418	11.080453336615
0.61	8.049	10.6473885742415
0.62	9.997	10.5544759207784
0.63	10.251	10.5111222178101
0.64	10.623	10.5271047581229
0.65	8.159	10.1888040783911
0.66	9.081	10.0305463529066
0.67	11.456	10.2341825882057
0.68	10.999	10.343442218462
0.69	9.733	10.2562361872532
0.7	11.418	10.422202446217
0.71	9.977	10.3586020967574
0.72	10.138	10.3270875115064
0.73	9.014	10.1395035812912
0.74	8.875	9.95886021253528
0.75	10.046	9.97130875360167
0.76	8.218	9.72083607451572
0.77	10.103	9.77543092101347
0.78	10.96	9.94465507515441
0.79	8.33	9.71399006441806
0.8	9.978	9.7517057695012
0.81	9.991	9.78589065957245
0.82	8.32	9.57647770820496
0.83	10.008	9.63812374988997
0.84	8.329	9.45110607133426
0.85	9.933	9.51994806114365
0.86	8.023	9.30609833812313
0.87	10.154	9.42722714696268
0.88	11.092	9.66505184025373
0.89	9.56	9.65004443450319
0.9	11.442	9.90603808671702
0.91	9.076	9.78746121718602
0.92	12.485	10.1728239004452
0.93	10.585	10.2317062003816
0.94	12.855	10.6064624574699
0.95	11.96	10.7998249635456
0.96	11.712	10.9301356830391
0.97	11.351	10.9902591568907
0.98	11.592	11.0762221344777
0.99	10.898	11.0507618295523
1	10.963	11.0382244253306
1.01	11.634	11.1233352217119
1.02	11.515	11.1792873328959
1.03	12.092	11.3096748567679
1.04	12.017	11.4107213058011
1.05	11.584	11.4354754049724
1.06	11.819	11.4902646328335
1.07	11.155	11.4423696852858
1.08	11.386	11.4343168731021
1.09	11.891	11.4995573198018
1.1	11.909	11.5580491312587
1.11	11.329	11.5253278267932
1.12	12.614	11.6808524229656
1.13	11.905	11.7128735053991
1.14	11.088	11.6236058617706
1.15	11.922	11.6662335958034
1.16	11.297	11.6134859392601
1.17	11.435	11.5879879479372
1.18	10.471	11.428418241089
1.19	10.615	11.3122156352192
1.2	11.302	11.3107562587593
1.21	11.965	11.4042196503651
1.22	11.656	11.4401882717415
1.23	11.206	11.4067328043499
1.24	11.32	11.3943424037285
1.25	11.248	11.373436346053
1.26	10.75	11.2843740109025
1.27	10.546	11.178892009345
1.28	12.797	11.4100502937243
1.29	11.512	11.424614537478
1.3	11.336	11.4119553178383
1.31	11.789	11.4658188438614
1.32	10.768	11.3661304375955
1.33	11.213	11.3442546607961
1.34	11.393	11.3512182806824
1.35	10.698	11.257901383442
1.36	10.663	11.1729154715218
1.37	10.659	11.0994989755901
1.38	9.941	10.9339991219343
1.39	10.998	10.9431421045152
1.4	10.322	10.8544075181558
1.41	10.944	10.8672064441336
1.42	10.005	10.7440340949716
1.43	10.584	10.7211720814043
1.44	10.411	10.6768617840608
1.45	10.536	10.6567386720521
1.46	10.631	10.6530617189018
1.47	11.298	10.7451957590587
1.48	9.752	10.6033106506217
1.49	11.378	10.7139805576758
1.5	10.976	10.7514119065792
1.51	10.732	10.7486387770679
1.52	10.249	10.6772618089154
1.53	11.66	10.8176529790703
1.54	11.152	10.8654168392031
1.55	10.067	10.7513572907455
1.56	10.821	10.7613062492105
1.57	10.363	10.7044053564661
1.58	9.327	10.5076331626852
1.59	9.5	10.3636855680159
1.6	10.552	10.3905876297279
1.61	10.465	10.4012179683382
1.62	9.991	10.3426154014328
1.63	9.465	10.2172417726567
1.64	8.825	10.0183500908486
1.65	9.673	9.96901436358448
1.66	10.049	9.98044088307241
1.67	9.078	9.85152075691921
1.68	10.332	9.9201606487879
1.69	10.289	9.97285198467534
1.7	10.031	9.98115884400743
1.71	8.639	9.78942186629209
1.72	8.768	9.64350445682179
1.73	7.798	9.3798609629901
1.74	8.586	9.26645225399152
1.75	8.839	9.20538764627844
1.76	9.012	9.17776083966724
1.77	8.117	9.02622357685763
1.78	8.651	8.97262020873511
1.79	8.96	8.97081732177296
1.8	8.058	8.84041484723396
1.81	9.091	8.87621272620054
1.82	8.582	8.83418233674332
1.83	7.83	8.69072771720856
1.84	8.212	8.62233804332162
1.85	8.504	8.60543260856139
1.86	8.445	8.58251366448119
1.87	7.951	8.49229742669817
1.88	8.346	8.47139779431271
1.89	7.404	8.31891239512518
1.9	8.328	8.32021062439302
1.91	8.442	8.33760910662259
1.92	8.232	8.32252209139079
1.93	7.616	8.22159036404925
1.94	7.748	8.1539345977565
1.95	7.817	8.10580108379128
1.96	8.635	8.18140092896396
1.97	8.038	8.16091508196911
1.98	7.582	8.07821292740209
1.99	8.362	8.11875393777322
2	8.491	8.17193194666276
2.01	7.903	8.13351309713951
2.02	7.783	8.08343979754815
2.03	8.022	8.0746626836127
2.04	8.229	8.09671087166803
2.05	7.974	8.07918074714402
2.06	7.604	8.01129778326631
2.07	7.729	7.97096952851398
2.08	7.837	7.95183102444055
2.09	7.995	7.95799802094904
2.1	7.817	7.93785544652775
2.11	7.794	7.91730466845236
2.12	7.419	7.84611828724488
2.13	7.561	7.80538710335275
2.14	7.725	7.79390323144522
2.15	7.641	7.77205991266733
2.16	7.534	7.73805135371485
2.17	7.933	7.76590116032702
2.18	7.575	7.73862956599459
2.19	7.73	7.7373967708525
2.2	7.566	7.71291151787357
2.21	6.861	7.59120987246306
2.22	7.82	7.62389417639691
2.23	7.046	7.54133786548307
2.24	7.377	7.51786102755691
2.25	7.2	7.4724523093345
2.26	7.07	7.41495912228671
2.27	6.832	7.33167924767432
2.28	6.784	7.25343935514942
2.29	7.77	7.32723373298522
2.3	7.04	7.28620034255876
2.31	6.323	7.14860029362179
2.32	6.993	7.12637168024725
2.33	6.423	7.0258900116405
2.34	6.492	6.94962000997757
2.35	6.631	6.90410286569506
2.36	7.174	6.9426595991672
2.37	6.208	6.8377082278576
2.38	6.555	6.79732133816365
2.39	6.708	6.78456114699742
2.4	6.456	6.7376238402835
2.41	6.13	6.65082043452871
2.42	6.456	6.62298894388176
2.43	6.565	6.6147048090415
2.44	6.284	6.56746126489272
2.45	6.524	6.56125251276519
2.46	5.827	6.45635929665587
2.47	6.41	6.44973653999075
2.48	6.285	6.4262027485635
2.49	6.034	6.370173784483
2.5	6.013	6.31914895812829
2.51	6.243	6.30827053553853
2.52	6.532	6.34023188760445
2.53	6.021	6.29462733223239
2.54	6.219	6.28382342762776
